0 200 100 399 4719 2691 2028 100 10.0 50 1619 3.409.103,600 1.241.200,000
0 200 100 399 5094 2691 2403 100 10.0 50 1994 3.672.953,600 1.480.900,000
0 200 100 399 4901 2691 2210 100 10.0 50 1801 3.529.774,400 1.350.150,000
0 200 100 399 4558 2691 1867 100 10.0 50 1458 3.311.685,200 1.154.150,000
0 200 100 399 4224 2691 1533 100 10.0 50 1124 3.099.375,600 963.350,000
1 200 100 399 5159 2951 2208 100 10.0 50 1681 3.201.789,600 1.115.600,000
1 200 100 399 5200 2951 2249 100 10.0 50 1722 3.214.380,000 1.125.550,000
1 200 100 399 5340 2951 2389 100 10.0 50 1862 3.239.096,000 1.141.250,000
1 200 100 399 5349 2951 2398 100 10.0 50 1871 3.260.125,600 1.161.700,000
1 200 100 399 5149 2951 2198 100 10.0 50 1671 3.183.245,600 1.097.700,000
2 200 100 399 5066 3193 1873 100 10.0 50 1405 3.694.950,400 1.050.800,000
2 200 100 399 4863 3193 1670 100 10.0 50 1202 3.625.327,200 994.250,000
2 200 100 399 4568 3193 1375 100 10.0 50 907 3.508.529,200 896.450,000
2 200 100 399 4860 3193 1667 100 10.0 50 1199 3.637.434,000 1.006.550,000
2 200 100 399 4533 3193 1340 100 10.0 50 872 3.484.275,200 874.450,000
3 200 100 399 5122 3422 1700 100 10.0 50 1196 3.741.456,800 1.064.550,000
3 200 100 399 5267 3422 1845 100 10.0 50 1341 3.872.994,800 1.186.750,000
3 200 100 399 5086 3422 1664 100 10.0 50 1160 3.692.838,400 1.018.250,000
3 200 100 399 5060 3422 1638 100 10.0 50 1134 3.716.514,000 1.043.600,000
3 200 100 399 5206 3422 1784 100 10.0 50 1280 3.807.116,400 1.124.800,000
4 200 100 399 4247 3026 1221 100 10.0 50 846 3.533.806,800 858.650,000
4 200 100 399 4312 3026 1286 100 10.0 50 911 3.588.692,800 909.350,000
4 200 100 399 4337 3026 1311 100 10.0 50 936 3.612.352,800 931.400,000
4 200 100 399 4223 3026 1197 100 10.0 50 822 3.468.411,200 794.800,000
4 200 100 399 4246 3026 1220 100 10.0 50 845 3.521.892,400 846.800,000
5 200 100 399 8679 4282 4397 100 10.0 50 3839 6.318.827,600 2.881.550,000
5 200 99 399 8439 4282 4157 100 10.0 50 3601 6.176.721,600 2.754.900,000
5 200 99 399 9134 4282 4852 100 10.0 50 4296 6.595.179,600 3.128.600,000
5 200 100 399 8062 4282 3780 100 10.0 50 3222 5.865.642,800 2.468.100,000
5 200 100 399 8160 4282 3878 100 10.0 50 3320 5.921.904,000 2.518.050,000
6 200 100 399 4419 2861 1558 100 10.0 50 1155 3.677.883,600 1.179.400,000
6 200 100 399 4519 2861 1658 100 10.0 50 1255 3.799.373,600 1.294.450,000
6 200 100 399 4213 2861 1352 100 10.0 50 949 3.485.217,200 1.000.000,000
6 200 100 399 4131 2861 1270 100 10.0 50 867 3.403.486,400 923.550,000
6 200 100 399 4495 2861 1634 100 10.0 50 1231 3.741.728,000 1.238.350,000
7 200 100 399 11610 3061 8549 100 10.0 50 8018 8.151.284,000 5.295.500,000
7 200 99 399 9546 3061 6485 100 10.0 50 5956 6.630.412,400 3.907.550,000
7 200 100 399 10746 3061 7685 100 10.0 50 7154 7.630.392,400 4.830.250,000
7 200 100 399 11762 3061 8701 100 10.0 50 8170 8.326.022,800 5.460.450,000
7 200 100 399 9719 3061 6658 100 10.0 50 6127 6.714.753,600 3.980.750,000
8 200 100 399 4015 2366 1649 100 10.0 50 1241 3.153.716,000 1.158.000,000
8 200 100 399 3670 2366 1304 100 10.0 50 896 2.952.298,000 978.800,000
8 200 100 399 3904 2366 1538 100 10.0 50 1130 3.148.067,600 1.159.500,000
8 200 100 399 4003 2366 1637 100 10.0 50 1229 3.238.793,200 1.243.850,000
8 200 100 399 3934 2366 1568 100 10.0 50 1160 3.146.949,600 1.156.450,000
9 200 100 399 3958 2591 1367 100 10.0 50 984 2.843.645,200 874.550,000
9 200 100 399 3682 2591 1091 100 10.0 50 708 2.642.270,800 690.950,000
9 200 100 399 3651 2591 1060 100 10.0 50 677 2.604.274,400 654.950,000
9 200 100 399 3570 2591 979 100 10.0 50 596 2.576.658,000 632.550,000
9 200 100 399 3758 2591 1167 100 10.0 50 784 2.685.015,200 728.800,000
