0 800 753 1599 17044 5446 11598 4000 3247 10.0 50 904 29.917.033,600 14.635.400,000
0 800 709 1599 16960 5446 11514 4000 3291 10.0 50 935 29.802.474,000 14.526.250,000
0 800 703 1599 16973 5446 11527 4000 3297 10.0 50 886 29.807.261,200 14.530.200,000
0 800 768 1599 17106 5446 11660 4000 3232 10.0 50 888 29.985.326,400 14.699.700,000
0 800 752 1599 17021 5446 11575 4000 3248 10.0 50 880 29.889.502,400 14.609.350,000
0 800 703 1599 17044 5446 11598 4000 3297 10.0 50 825 29.934.333,600 14.652.700,000
0 800 769 1599 17139 5446 11693 4000 3231 10.0 50 920 30.067.851,600 14.780.100,000
0 800 713 1599 17100 5446 11654 4000 3287 10.0 50 960 29.988.540,000 14.703.300,000
0 800 745 1599 17106 5446 11660 4000 3255 10.0 50 938 30.008.326,400 14.722.700,000
0 800 716 1599 17038 5446 11592 4000 3284 10.0 50 915 29.909.147,200 14.627.900,000
1 800 534 1599 20716 7365 13351 4000 3466 10.0 50 1187 37.703.860,400 17.107.850,000
1 800 547 1599 20771 7365 13406 4000 3453 10.0 50 1198 37.789.602,400 17.190.050,000
1 800 531 1599 20733 7365 13368 4000 3469 10.0 50 1156 37.717.305,200 17.120.200,000
1 800 545 1599 20876 7365 13511 4000 3455 10.0 50 1277 37.906.814,400 17.300.500,000
1 800 541 1599 20729 7365 13364 4000 3459 10.0 50 1190 37.740.597,600 17.143.750,000
1 800 548 1599 20746 7365 13381 4000 3452 10.0 50 1257 37.748.392,400 17.150.450,000
1 800 578 1599 20604 7365 13239 4000 3422 10.0 50 1153 37.561.647,600 16.972.850,000
1 800 554 1599 20799 7365 13434 4000 3446 10.0 50 1234 37.827.655,600 17.226.300,000
1 800 531 1599 20626 7365 13261 4000 3469 10.0 50 1194 37.542.664,400 16.952.450,000
1 800 520 1599 20742 7365 13377 4000 3480 10.0 50 1271 37.711.184,800 17.113.500,000
2 800 822 1599 19161 6402 12759 4000 3178 10.0 50 1080 35.921.518,400 16.899.950,000
2 800 849 1599 19131 6402 12729 4000 3151 10.0 50 1050 35.854.136,400 16.834.500,000
2 800 850 1599 19179 6402 12777 4000 3150 10.0 50 1019 35.912.527,600 16.889.800,000
2 800 831 1599 19059 6402 12657 4000 3169 10.0 50 1019 35.787.649,600 16.772.650,000
2 800 858 1599 19198 6402 12796 4000 3142 10.0 50 1049 36.009.251,200 16.985.300,000
2 800 811 1599 19175 6402 12773 4000 3189 10.0 50 1110 35.940.520,000 16.918.050,000
2 800 863 1599 19175 6402 12773 4000 3137 10.0 50 1130 35.921.870,000 16.899.400,000
2 800 862 1599 19147 6402 12745 4000 3138 10.0 50 998 35.930.716,800 16.910.050,000
2 800 855 1599 19201 6402 12799 4000 3145 10.0 50 1083 36.002.994,400 16.978.850,000
2 800 883 1599 19228 6402 12826 4000 3117 10.0 50 1119 36.036.083,200 17.010.200,000
3 800 589 1599 17704 5432 12272 4000 3411 10.0 50 957 31.444.387,600 16.031.500,000
3 800 553 1599 17627 5432 12195 4000 3447 10.0 50 959 31.313.528,800 15.905.600,000
3 800 578 1599 17700 5432 12268 4000 3422 10.0 50 983 31.419.630,000 16.007.000,000
3 800 555 1599 17751 5432 12319 4000 3445 10.0 50 998 31.477.314,400 16.061.400,000
3 800 580 1599 17735 5432 12303 4000 3420 10.0 50 971 31.478.284,000 16.063.400,000
3 800 564 1599 17761 5432 12329 4000 3436 10.0 50 1016 31.536.158,400 16.119.600,000
3 800 557 1599 17747 5432 12315 4000 3443 10.0 50 996 31.483.456,800 16.067.800,000
3 800 590 1599 17737 5432 12305 4000 3410 10.0 50 976 31.485.262,800 16.070.250,000
3 800 541 1599 17712 5432 12280 4000 3459 10.0 50 938 31.475.402,800 16.062.000,000
3 800 639 1599 17726 5432 12294 4000 3361 10.0 50 908 31.451.854,400 16.037.550,000
4 800 616 1599 19322 6894 12428 4000 3384 10.0 50 1060 33.153.136,800 15.329.050,000
4 800 635 1599 19484 6894 12590 4000 3365 10.0 50 1111 33.403.269,600 15.568.750,000
4 800 641 1599 19392 6894 12498 4000 3359 10.0 50 1084 33.223.344,800 15.394.750,000
4 800 585 1599 19234 6894 12340 4000 3415 10.0 50 1045 33.067.419,600 15.249.000,000
4 800 625 1599 19306 6894 12412 4000 3375 10.0 50 1062 33.179.656,400 15.356.600,000
4 800 611 1599 19366 6894 12472 4000 3389 10.0 50 1092 33.292.470,400 15.465.550,000
4 800 626 1599 19298 6894 12404 4000 3374 10.0 50 1072 33.147.591,200 15.325.050,000
4 800 614 1599 19418 6894 12524 4000 3386 10.0 50 1122 33.268.719,200 15.438.450,000
4 800 628 1599 19472 6894 12578 4000 3372 10.0 50 1066 33.370.796,800 15.537.050,000
4 800 605 1599 19303 6894 12409 4000 3395 10.0 50 1085 33.128.463,200 15.305.600,000
5 800 574 1599 19543 6989 12554 4000 3426 10.0 50 829 35.401.019,200 16.291.150,000
5 800 577 1599 19546 6989 12557 4000 3423 10.0 50 784 35.413.412,400 16.303.350,000
5 800 584 1599 19653 6989 12664 4000 3416 10.0 50 826 35.623.253,200 16.506.300,000
5 800 602 1599 19723 6989 12734 4000 3398 10.0 50 855 35.679.611,200 16.558.150,000
5 800 578 1599 19554 6989 12565 4000 3422 10.0 50 832 35.435.927,600 16.325.350,000
5 800 591 1599 19728 6989 12739 4000 3409 10.0 50 847 35.696.133,200 16.574.350,000
5 800 571 1599 19599 6989 12610 4000 3429 10.0 50 822 35.546.375,600 16.432.900,000
5 800 568 1599 19618 6989 12629 4000 3432 10.0 50 853 35.570.749,200 16.456.050,000
5 800 575 1599 19635 6989 12646 4000 3425 10.0 50 809 35.558.694,000 16.442.900,000
5 800 586 1599 19568 6989 12579 4000 3414 10.0 50 831 35.447.879,200 16.336.400,000
6 800 621 1599 18544 6050 12494 4000 3379 10.0 50 999 33.739.233,600 16.044.200,000
6 800 661 1599 18715 6050 12665 4000 3339 10.0 50 1040 33.953.846,000 16.247.800,000
6 800 644 1599 18666 6050 12616 4000 3356 10.0 50 1019 33.883.040,400 16.180.150,000
6 800 608 1599 18568 6050 12518 4000 3392 10.0 50 990 33.747.929,200 16.051.350,000
