0 200 497 399 18918 2691 16227 1000 502 10.0 50 13638 7.796.919,200 4.714.600,000
0 200 485 399 19348 2691 16657 1000 515 10.0 50 14138 7.937.861,200 4.827.850,000
0 200 476 399 17338 2691 14647 1000 524 10.0 50 12130 7.295.267,200 4.314.700,000
0 200 479 399 18456 2691 15765 1000 520 10.0 50 13210 7.669.816,400 4.617.250,000
0 200 497 399 18329 2691 15638 1000 503 10.0 50 13044 7.553.287,600 4.508.900,000
0 200 478 399 19033 2691 16342 1000 522 10.0 50 13783 7.899.675,200 4.809.950,000
0 200 473 399 17772 2691 15081 1000 526 10.0 50 12547 7.422.466,800 4.413.950,000
0 200 480 399 17803 2691 15112 1000 519 10.0 50 12601 7.385.063,200 4.374.550,000
0 200 478 399 17941 2691 15250 1000 522 10.0 50 12720 7.513.350,400 4.493.950,000
0 200 478 399 18749 2691 16058 1000 521 10.0 50 13517 7.770.135,600 4.698.700,000
1 200 336 399 16481 2951 13530 1000 664 10.0 50 10561 6.741.476,400 3.926.150,000
1 200 327 399 16717 2951 13766 1000 673 10.0 50 10771 6.718.924,800 3.888.400,000
1 200 358 399 17221 2951 14270 1000 642 10.0 50 11183 6.876.732,400 4.013.750,000
1 200 362 399 17116 2951 14165 1000 638 10.0 50 11119 6.815.570,400 3.959.350,000
1 200 346 399 16865 2951 13914 1000 654 10.0 50 10887 6.787.106,000 3.947.050,000
1 200 356 399 17371 2951 14420 1000 644 10.0 50 11425 6.951.842,400 4.079.200,000
1 200 329 399 16416 2951 13465 1000 671 10.0 50 10503 6.637.390,400 3.826.250,000
1 200 343 399 16551 2951 13600 1000 657 10.0 50 10573 6.543.134,400 3.723.300,000
1 200 363 399 16591 2951 13640 1000 637 10.0 50 10588 6.720.910,400 3.898.500,000
1 200 314 399 16805 2951 13854 1000 686 10.0 50 10881 6.746.392,000 3.910.200,000
2 200 253 399 14558 3193 11365 1000 747 10.0 50 8759 6.604.985,200 3.349.550,000
2 200 238 399 14150 3193 10957 1000 762 10.0 50 8371 6.464.810,000 3.235.650,000
2 200 232 399 13141 3193 9948 1000 768 10.0 50 7383 6.161.880,400 2.997.700,000
2 200 233 399 13792 3193 10599 1000 766 10.0 50 7971 6.417.454,800 3.211.350,000
2 200 234 399 14856 3193 11663 1000 766 10.0 50 9096 6.639.076,400 3.364.450,000
2 200 234 399 13985 3193 10792 1000 766 10.0 50 8242 6.453.934,000 3.235.400,000
2 200 233 399 14062 3193 10869 1000 767 10.0 50 8292 6.471.142,800 3.247.650,000
2 200 273 399 14412 3193 11219 1000 726 10.0 50 8551 6.519.482,800 3.273.450,000
2 200 217 399 13490 3193 10297 1000 783 10.0 50 7757 6.236.856,000 3.050.200,000
2 200 227 399 14762 3193 11569 1000 772 10.0 50 9030 6.613.272,800 3.344.700,000
3 200 293 399 14874 3422 11452 1000 707 10.0 50 8712 7.209.185,600 3.904.250,000
3 200 287 399 15068 3422 11646 1000 713 10.0 50 8909 7.255.079,200 3.937.650,000
3 200 308 399 15112 3422 11690 1000 692 10.0 50 8922 7.200.712,800 3.880.450,000
3 200 314 399 15362 3422 11940 1000 686 10.0 50 9160 7.402.412,800 4.066.050,000
3 200 296 399 14208 3422 10786 1000 704 10.0 50 8035 6.920.195,200 3.658.150,000
3 200 288 399 14784 3422 11362 1000 712 10.0 50 8670 7.151.939,600 3.852.800,000
3 200 287 399 14344 3422 10922 1000 713 10.0 50 8237 6.992.753,600 3.721.950,000
3 200 307 399 14524 3422 11102 1000 693 10.0 50 8314 7.038.895,600 3.756.500,000
3 200 297 399 15708 3422 12286 1000 703 10.0 50 9545 7.459.695,200 4.101.050,000
3 200 290 399 15044 3422 11622 1000 710 10.0 50 8830 7.345.383,600 4.029.500,000
4 200 487 399 12943 3026 9917 1000 512 10.0 50 7518 6.726.479,200 3.491.300,000
4 200 470 399 12365 3026 9339 1000 530 10.0 50 6907 6.395.706,000 3.197.750,000
4 200 481 399 13300 3026 10274 1000 519 10.0 50 7840 6.762.470,000 3.504.300,000
4 200 484 399 13123 3026 10097 1000 516 10.0 50 7654 6.726.421,200 3.479.650,000
4 200 481 399 12177 3026 9151 1000 519 10.0 50 6733 6.298.148,800 3.112.300,000
4 200 479 399 12584 3026 9558 1000 521 10.0 50 7177 6.509.109,600 3.297.050,000
4 200 483 399 12690 3026 9664 1000 517 10.0 50 7236 6.615.586,000 3.396.700,000
4 200 481 399 12038 3026 9012 1000 519 10.0 50 6606 6.240.297,200 3.063.400,000
4 200 476 399 13101 3026 10075 1000 524 10.0 50 7659 6.758.254,400 3.512.900,000
4 200 473 399 12565 3026 9539 1000 527 10.0 50 7097 6.445.086,000 3.234.250,000
5 200 363 399 30567 4282 26285 1000 635 10.0 50 23227 12.711.814,800 7.864.950,000
5 200 390 399 30336 4282 26054 1000 608 10.0 50 23027 12.539.338,400 7.707.350,000
5 200 371 399 29371 4282 25089 1000 629 10.0 50 22034 12.338.342,400 7.568.500,000
5 200 367 399 29798 4282 25516 1000 631 10.0 50 22505 12.461.991,200 7.664.650,000
5 200 350 399 27937 4282 23655 1000 650 10.0 50 20675 11.749.992,800 7.072.500,000
5 200 353 399 29185 4282 24903 1000 645 10.0 50 21918 12.162.014,000 7.404.150,000
5 200 373 399 29220 4282 24938 1000 627 10.0 50 21890 12.223.318,000 7.463.200,000
5 200 382 399 28929 4282 24647 1000 617 10.0 50 21628 12.121.777,600 7.380.400,000
5 200 380 399 31870 4282 27588 1000 620 10.0 50 24531 13.106.728,000 8.175.950,000
