0 800 400 1599 46307 37655 8652 400 10.0 50 6989 126.982.320,800 22.758.450,000
0 800 400 1599 45334 37655 7679 400 10.0 50 6016 124.275.259,600 20.114.050,000
0 800 400 1599 46229 37655 8574 400 10.0 50 6911 126.530.897,600 22.312.050,000
0 800 400 1599 46146 37655 8491 400 10.0 50 6828 126.272.602,400 22.059.100,000
0 800 400 1599 46114 37655 8459 400 10.0 50 6796 126.169.141,600 21.957.700,000
1 800 400 1599 57563 41518 16045 400 10.0 50 14051 153.272.007,200 40.044.150,000
1 800 399 1599 56795 41518 15277 400 10.0 50 13286 151.171.048,000 37.992.650,000
1 800 400 1599 55689 41518 14171 400 10.0 50 12177 148.360.621,600 35.253.450,000
1 800 400 1599 55591 41518 14073 400 10.0 50 12079 148.377.560,400 35.276.700,000
1 800 399 1599 56919 41518 15401 400 10.0 50 13410 151.543.233,600 38.356.850,000
2 800 400 1599 48949 41652 7297 400 10.0 50 5569 141.049.765,600 20.227.900,000
2 800 400 1599 48694 41652 7042 400 10.0 50 5314 140.376.143,600 19.570.700,000
2 800 400 1599 48826 41652 7174 400 10.0 50 5446 140.399.794,400 19.585.850,000
2 800 400 1599 49837 41652 8185 400 10.0 50 6457 143.634.152,800 22.755.100,000
2 800 400 1599 48522 41652 6870 400 10.0 50 5142 139.841.316,800 19.046.950,000
3 800 400 1599 34575 28188 6387 400 10.0 50 4983 93.880.630,000 16.269.000,000
3 800 400 1599 34105 28188 5917 400 10.0 50 4513 92.818.162,000 15.236.800,000
3 800 400 1599 33464 28188 5276 400 10.0 50 3872 91.306.031,600 13.765.950,000
3 800 399 1599 33811 28188 5623 400 10.0 50 4224 91.672.428,400 14.110.000,000
3 800 400 1599 34279 28188 6091 400 10.0 50 4687 93.299.117,600 15.706.550,000
4 800 400 1599 44746 37833 6913 400 10.0 50 5134 116.352.042,400 16.858.400,000
4 800 400 1599 45030 37833 7197 400 10.0 50 5418 117.227.582,000 17.715.650,000
4 800 400 1599 45075 37833 7242 400 10.0 50 5463 117.331.630,000 17.816.800,000
4 800 400 1599 45656 37833 7823 400 10.0 50 6044 118.729.746,400 19.177.500,000
4 800 400 1599 44693 37833 6860 400 10.0 50 5081 116.283.129,200 16.792.900,000
5 800 400 1599 52088 42030 10058 400 10.0 50 8163 137.662.567,200 25.137.550,000
5 800 400 1599 52629 42030 10599 400 10.0 50 8704 139.110.657,600 26.550.800,000
5 800 400 1599 52405 42030 10375 400 10.0 50 8480 138.315.082,000 25.769.650,000
5 800 400 1599 52167 42030 10137 400 10.0 50 8242 138.103.754,800 25.573.650,000
5 800 400 1599 52150 42030 10120 400 10.0 50 8225 137.685.760,000 25.156.750,000
6 800 400 1599 51166 40399 10767 400 10.0 50 8963 144.442.940,400 29.201.000,000
6 800 399 1599 51871 40399 11472 400 10.0 50 9675 146.370.592,400 31.083.250,000
6 800 400 1599 51234 40399 10835 400 10.0 50 9031 144.911.569,600 29.665.250,000
6 800 400 1599 50657 40399 10258 400 10.0 50 8454 143.288.360,800 28.079.200,000
6 800 399 1599 51516 40399 11117 400 10.0 50 9316 145.516.730,400 30.252.250,000
7 800 400 1599 45137 34581 10556 400 10.0 50 8912 118.982.322,800 26.000.600,000
7 800 400 1599 45442 34581 10861 400 10.0 50 9217 119.513.814,800 26.512.450,000
7 800 400 1599 44766 34581 10185 400 10.0 50 8541 117.991.880,400 25.034.050,000
7 800 400 1599 46416 34581 11835 400 10.0 50 10191 121.702.090,400 28.638.000,000
7 800 400 1599 45743 34581 11162 400 10.0 50 9518 120.033.849,200 27.013.100,000
8 800 400 1599 45050 33298 11752 400 10.0 50 10238 130.666.120,000 32.808.750,000
8 800 400 1599 45562 33298 12264 400 10.0 50 10750 131.302.842,800 33.412.500,000
8 800 400 1599 43829 33298 10531 400 10.0 50 9017 126.465.087,600 28.686.350,000
8 800 399 1599 45271 33298 11973 400 10.0 50 10462 131.045.052,400 33.173.450,000
8 800 400 1599 45877 33298 12579 400 10.0 50 11065 132.466.328,800 34.555.700,000
9 800 400 1599 48993 40915 8078 400 10.0 50 6369 135.639.749,200 20.369.800,000
9 800 400 1599 48975 40915 8060 400 10.0 50 6351 135.964.290,000 20.695.500,000
9 800 400 1599 49500 40915 8585 400 10.0 50 6876 136.876.800,000 21.574.200,000
9 800 400 1599 48625 40915 7710 400 10.0 50 6001 135.090.250,000 19.844.000,000
9 800 400 1599 49003 40915 8088 400 10.0 50 6379 135.067.543,200 19.796.950,000
